"Reporting Starts","Reporting Ends","Ad Set Name","DMA Region",Budget,"Budget Type","Amount Spent (USD)","Amount Spent Today (USD)","CTR (All)","CTR (Link Click-Through Rate)","CPC (Cost per Link Click) (USD)","Link Clicks","Cost per Website Lead (USD)","Website Leads","Cost per Lead (Form) (USD)","Leads (Form)","Offer Claims","Cost per Offer Claim (USD)","Cost per Website Content Views (USD)","Cost per Website Purchase (USD)","Cost per Page Like (USD)","Post Reactions"
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,Detroit,5,Daily,0.49,0.49,25.925925925926,7.4074074074074,0.245,2,,,0.49,1,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,"Boston (Manchester)",5,Daily,0.11,0.11,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,Pittsburgh,5,Daily,0.16,0.16,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,Buffalo,5,Daily,0.03,0.03,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,Greensboro-H.Point-W.Salem,5,Daily,0.06,0.06,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,Indianapolis,5,Daily,0.09,0.09,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,Tallahassee-Thomasville,5,Daily,0.07,0.07,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,"Columbus, OH",5,Daily,0.07,0.07,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,"Norfolk-Portsmth-Newpt Nws",5,Daily,0.17,0.17,6.6666666666667,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,Richmond-Petersburg,5,Daily,0.14,0.14,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,"Raleigh-Durham (Fayetvlle)",5,Daily,0.72,0.72,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,Gainesville,5,Daily,0.01,0.01,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,"St. Louis",5,Daily,0.12,0.12,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,"Minneapolis-St. Paul",5,Daily,0.03,0.03,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,Milwaukee,5,Daily,0.09,0.09,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,"New Orleans",5,Daily,0.08,0.08,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,Memphis,5,Daily,0.33,0.33,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,Nashville,5,Daily,0.09,0.09,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,"Columbus-Tupelo-W Pnt-Hstn",5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,"Baton Rouge",5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,"Phoenix (Prescott)",5,Daily,0.1,0.1,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_hotWBigAAHyng+_AllD,Fresno-Visalia,5,Daily,0.02,0.02,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","New York",10,Daily,0.24,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Philadelphia,10,Daily,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Detroit,10,Daily,0.06,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Boston (Manchester)",10,Daily,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Savannah,10,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Pittsburgh,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Cleveland-Akron (Canton)",10,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Washington, DC (Hagrstwn)",10,Daily,0.1,0,10,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Baltimore,10,Daily,0.07,0,80,,,,,,0.07,1,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Buffalo,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Charlotte,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Greensboro-H.Point-W.Salem,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Charleston, SC",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Augusta-Aiken,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Atlanta,10,Daily,0.16,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Indianapolis,10,Daily,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Miami-Ft. Lauderdale",10,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Louisville,10,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Tallahassee-Thomasville,10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Hartford & New Haven",10,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Orlando-Daytona Bch-Melbrn",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Columbus, OH",10,Daily,0.1,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Tampa-St. Pete (Sarasota)",10,Daily,0.09,0,33.333333333333,,,,,,,,,,,,,1
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Norfolk-Portsmth-Newpt Nws",10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Greenville-N.Bern-Washngtn,10,Daily,0.06,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Columbia, SC",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","West Palm Beach-Ft. Pierce",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Lansing,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Richmond-Petersburg,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Bluefield-Beckley-Oak Hill",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Raleigh-Durham (Fayetvlle)",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Jacksonville,10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Myrtle Beach-Florence",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Roanoke-Lynchburg,10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Chicago,10,Daily,0.32,0,6.6666666666667,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","St. Louis",10,Daily,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Rockford,10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Shreveport,10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Kansas City",10,Daily,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Milwaukee,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Houston,10,Daily,0.26,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","New Orleans",10,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Dallas-Ft. Worth",10,Daily,0.08,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Waco-Temple-Bryan,10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Monroe-El Dorado",10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Birmingham (Ann And Tusc)",10,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Austin,10,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Memphis,10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","San Antonio",10,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Oklahoma City",10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Nashville,10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Tulsa,10,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Wichita-Hutchinson Plus",10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Baton Rouge",10,Daily,0.03,0,33.333333333333,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Jackson, MS",10,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Honolulu,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Denver,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Tucson (Sierra Vista)",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Bakersfield,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Eureka,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Los Angeles",10,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","San Francisco-Oak-San Jose",10,Daily,0.21,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy",Seattle-Tacoma,10,Daily,0.03,0,33.333333333333,,,,,,,,,,,,,
2017-04-28,2017-05-14,"LeadVid2zmlng_DejFir_WBig+AAHyng_AllD - Copy","Las Vegas",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"New York",5,Daily,0.47,0.26,17.5,5,0.235,2,,,0.47,1,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Macon,5,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Philadelphia,5,Daily,0.4,0.1,14.285714285714,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Detroit,5,Daily,0.12,0.09,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Boston (Manchester)",5,Daily,0.15,0.02,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Savannah,5,Daily,0.01,0.01,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Cleveland-Akron (Canton)",5,Daily,0.02,0.02,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Washington, DC (Hagrstwn)",5,Daily,0.13,0.06,14.285714285714,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Baltimore,5,Daily,0.2,0.05,20,,,,,,,,,,,,,1
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Flint-Saginaw-Bay City",5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Buffalo,5,Daily,0.01,0.01,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Cincinnati,5,Daily,0.01,0.01,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Erie,5,Daily,0.01,0.01,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Charlotte,5,Daily,0.08,0.04,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Greensboro-H.Point-W.Salem,5,Daily,0.11,0.09,14.285714285714,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Charleston, SC",5,Daily,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Providence-New Bedford",5,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Columbus, GA (Opelika, Al)",5,Daily,0.01,0.01,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Atlanta,5,Daily,0.58,0.21,3.3333333333333,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Indianapolis,5,Daily,0.07,0.07,50,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Miami-Ft. Lauderdale",5,Daily,0.08,0.03,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Louisville,5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Tallahassee-Thomasville,5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Albany-Schenectady-Troy,5,Daily,0.02,0.02,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Hartford & New Haven",5,Daily,0.2,0.02,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Orlando-Daytona Bch-Melbrn",5,Daily,0.03,0.02,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Columbus, OH",5,Daily,0.08,0.08,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Rochester, NY",5,Daily,0.02,0.02,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Tampa-St. Pete (Sarasota)",5,Daily,0.03,0.03,20,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Lexington,5,Daily,0.1,0.1,50,,,,,,,,,,,,0.1,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Dayton,5,Daily,0.02,0.02,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Norfolk-Portsmth-Newpt Nws",5,Daily,0.12,0.12,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Columbia, SC",5,Daily,0.07,0.05,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Lansing,5,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Syracuse,5,Daily,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Richmond-Petersburg,5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Knoxville,5,Daily,0.01,0.01,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Raleigh-Durham (Fayetvlle)",5,Daily,0.07,0.07,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Jacksonville,5,Daily,0.03,0.03,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Grand Rapids-Kalmzoo-B.Crk",5,Daily,0.02,0.02,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Greenvll-Spart-Ashevll-And,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Roanoke-Lynchburg,5,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Chattanooga,5,Daily,0.02,0.02,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Corpus Christi",5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Chicago,5,Daily,0.34,0.16,4.3478260869565,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"St. Louis",5,Daily,0.07,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Rockford,5,Daily,0.01,0.01,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Shreveport,5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Minneapolis-St. Paul",5,Daily,0.02,0.01,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Kansas City",5,Daily,0.02,0.02,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Milwaukee,5,Daily,0.06,0.04,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Houston,5,Daily,0.27,0.13,10,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"New Orleans",5,Daily,0.07,0.06,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Dallas-Ft. Worth",5,Daily,0.13,0.09,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Waco-Temple-Bryan,5,Daily,0.01,0.01,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Monroe-El Dorado",5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Birmingham (Ann And Tusc)",5,Daily,0.04,0.04,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Amarillo,5,Daily,0.01,0.01,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Austin,5,Daily,0.03,0.03,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Memphis,5,Daily,0.06,0.04,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"San Antonio",5,Daily,0.1,0.04,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Lafayette, LA",5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Oklahoma City",5,Daily,0.04,0.02,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Nashville,5,Daily,0.02,0.02,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Madison,5,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Ft. Smith-Fay-Sprngdl-Rgrs",5,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Wichita-Hutchinson Plus",5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Huntsville-Decatur (Flor)",5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Beaumont-Port Arthur",5,Daily,0.03,0.02,50,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Little Rock-Pine Bluff",5,Daily,0.03,0.03,100,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Montgomery-Selma,5,Daily,0.02,0.02,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Baton Rouge",5,Daily,0.01,0.01,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Jackson, MS",5,Daily,0.08,0.04,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Honolulu,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,Denver,5,Daily,0.05,0.05,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"El Paso (Las Cruces)",5,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_DejFir_WBigAAHyng_AllD,"Tucson (Sierra Vista)",5,Daily,0,0,0,,,,,,,,,,,,,
